id,gap_exp,gap_gdbt,label
1228,2.427,2.475418841,Train
4092,3.181,3.005572451,Train
2456,2.205,2.073210065,Train
434,2.168,2.111311231,Train
4097,2.709,2.702525798,Train
2267,2.043,2.153593609,Train
4930,2.545,2.700438742,Train
4952,2.555,2.396003408,Train
2320,2.133,2.046955723,Train
2136,2.701,2.702688741,Train
2113,2.253,2.100559331,Train
2861,2.778,2.660118379,Train
2914,3.105,3.036038646,Train
2279,2.735,2.729968916,Train
4676,2.439,2.391064053,Train
2316,1.835,1.878220457,Train
3680,2.441,2.451638506,Train
2529,2.328,2.417691666,Train
3615,1.89,1.833168982,Train
561,2.591,2.760688417,Train
3754,2.628,2.644693104,Train
205,2.796,2.899579742,Train
1682,2.471,2.529369432,Train
4537,2.3,2.394105384,Train
1516,2.601,2.621316939,Train
4149,2.044,2.011576445,Train
3476,2.008,1.92656947,Train
4253,1.96,1.88090807,Train
4396,2.117,2.029689074,Train
2395,2.661,2.603902222,Train
2656,2.404,2.17436676,Train
3193,2.762,2.648437372,Train
658,1.622,1.68401844,Train
2638,3.152,3.171884821,Train
1619,2.841,2.946894373,Train
2291,2.212,2.160728639,Train
3699,2.503,2.506069039,Train
89,2.616,2.731257811,Train
3181,2.687,2.694655549,Train
644,1.844,1.881468855,Train
760,2.089,2.251909732,Train
1050,0.144,1.525299347,Train
2225,2.37,2.351095153,Train
823,2.038,2.111714314,Train
4640,2.531,2.52081386,Train
1234,1.799,2.010399166,Train
4804,3.184,3.070348614,Train
3192,2.247,2.27700448,Train
1893,1.712,1.76060192,Train
4776,1.83,1.863503698,Train
754,2.709,2.61350228,Train
1520,2.268,2.21052887,Train
4429,2.342,2.256871375,Train
707,2.073,2.036712616,Train
143,2.171,2.307986079,Train
785,2.436,2.392119678,Train
2050,1.703,1.786057452,Train
2680,2.393,2.519803547,Train
4467,2.467,2.544564153,Train
1864,2.092,1.895350278,Train
2156,1.941,1.910276236,Train
2862,1.848,1.850585866,Train
3780,2.343,2.361392849,Train
1121,2.667,2.715481004,Train
171,2.119,2.04427241,Train
412,2.654,2.573150494,Train
4027,2.568,2.405891104,Train
416,1.848,1.899388667,Train
3415,2.513,2.632702033,Train
3814,1.986,1.911637296,Train
1294,2.499,2.455530927,Train
4197,1.919,1.958956606,Train
4747,2.78,2.766109765,Train
3248,2.603,2.647846337,Train
364,2.765,2.738765627,Train
3401,2.875,2.834707113,Train
2398,2.555,2.647348782,Train
1439,2.318,2.298741167,Train
740,2.103,2.011425316,Train
73,2.915,2.781831753,Train
4458,1.835,1.879804355,Train
4609,2.687,2.614550711,Train
1265,2.358,2.366271776,Train
2208,1.758,1.84588999,Train
2360,2.025,2.153519646,Train
1988,2.821,2.897065353,Train
4159,2.689,2.498296214,Train
4567,2.243,2.299309199,Train
2426,1.944,2.017655514,Train
3857,1.811,1.898524346,Train
1492,2.977,3.062598498,Train
2202,2.25,2.395663409,Train
1216,2.076,2.027282441,Train
4500,2.394,2.496525269,Train
4351,2.504,2.621339744,Train
3545,2.38,2.389087293,Train
2099,1.822,1.891787506,Train
1565,2.59,2.774459789,Train
2978,1.885,1.881829568,Train
1998,2.529,2.64501233,Train
3159,2.804,2.775331335,Train
4013,2.108,2.262268676,Train
2356,2.283,2.246433324,Train
3049,2.939,2.774261164,Train
631,1.808,1.73783003,Train
2191,2.352,2.441593522,Train
3013,2.297,2.481083152,Train
4883,2.625,2.650881069,Train
4737,2.659,2.667191142,Train
1080,1.729,1.904872297,Train
1405,2.752,2.740358123,Train
632,3.25,3.101086899,Train
1456,2.78,2.790316454,Train
2035,2.203,2.094239447,Train
3792,2.186,2.128580826,Train
1851,2.224,2.116224011,Train
4611,2.835,2.8427721,Train
3003,2.081,2.109923535,Train
3627,2.63,2.405488143,Train
1802,2.418,2.346142492,Train
2229,2.474,2.533680359,Train
3670,2.542,2.554973232,Train
178,1.869,1.814482455,Train
498,2.104,2.244503103,Train
2388,2.144,2.114646261,Train
484,2.926,2.875029321,Train
4282,1.97,2.130428857,Train
4644,1.808,1.825368665,Train
4482,2.559,2.304829233,Train
2246,3.026,2.705156927,Train
3613,2.779,2.885648312,Train
3975,2.014,1.98658775,Train
4598,2.037,1.944648766,Train
877,2.523,2.429095733,Train
1166,2.506,2.519447618,Train
1689,2.074,2.187522524,Train
1340,2.632,2.596302973,Train
4271,3.003,2.827780183,Train
273,2.444,2.383054408,Train
3387,2.307,2.347348079,Train
4549,2.116,2.156029991,Train
759,2.611,2.672283517,Train
2218,2.673,2.688253133,Train
1597,2.398,2.40722136,Train
1356,2.728,2.729070124,Train
2821,2.74,2.760711964,Train
3721,2.469,2.498304169,Train
4563,2.362,2.478954053,Train
1249,2.085,2.08714538,Train
3094,2.903,2.790572021,Train
1598,2.674,2.624722965,Train
992,2.854,2.785575945,Train
2093,2.734,2.645677461,Train
3345,2.281,2.192382234,Train
2515,1.934,1.951341207,Train
3178,1.719,1.787012336,Train
4757,1.87,2.005201911,Train
1274,1.834,1.863198024,Train
1843,2.266,2.103229077,Train
4294,2.559,2.539567025,Train
1466,2.234,2.348757479,Train
3544,2.315,2.047210925,Train
319,1.971,1.910598314,Train
184,2.22,1.987426968,Train
4188,1.877,1.843399323,Train
4729,1.821,1.840890561,Train
4146,2.85,2.800439187,Train
4086,2.669,2.702908985,Train
4255,2.373,2.317015617,Train
3989,1.959,1.967005703,Train
2028,1.885,1.841906022,Train
839,2.05,2.000089387,Train
3953,2.448,2.50179444,Train
4615,2.002,2.009261058,Train
2792,2.967,2.740187413,Train
539,2.15,2.182083543,Train
1154,1.869,2.111316093,Train
3690,1.99,1.991147309,Train
801,3.03,3.05614253,Train
2245,2.358,2.372847752,Train
3967,2.963,2.896273998,Train
1135,2.031,2.076250097,Train
3605,2.738,2.677458722,Train
3470,2.642,2.653116595,Train
210,1.847,1.967743419,Train
4430,2.421,2.497643246,Train
2512,2.465,2.393721473,Train
65,2.759,2.819547149,Train
863,2.734,2.741556465,Train
374,2.045,2.095046784,Train
4137,2.519,2.509488768,Train
4958,2.184,2.221952444,Train
1132,2.096,2.282949092,Train
3947,2.002,2.037065829,Train
3069,2.775,2.801594928,Train
2557,1.709,1.954875356,Train
1026,2.555,2.581293636,Train
2328,1.963,1.968789478,Train
341,2.785,2.76473496,Train
4397,2.375,2.378774708,Train
875,2.685,2.632712785,Train
1506,2.454,2.469605494,Train
3168,2.608,2.519288145,Train
372,1.764,1.837808859,Train
2624,1.853,1.887346756,Train
2990,2.734,2.748162022,Train
2259,1.822,1.831798763,Train
2568,2.306,2.295502284,Train
3523,1.999,1.863209579,Train
4597,2.132,2.138548005,Train
889,3.181,3.003582308,Train
4456,1.788,1.843799001,Train
4686,2.509,2.454736197,Train
336,2.26,2.377227484,Train
4346,2.693,2.688790162,Train
1325,2.676,2.768264475,Train
2402,1.971,1.937197799,Train
3859,2.13,2.123233963,Train
1579,2.834,2.934353472,Train
96,1.822,1.968674233,Train
4055,2.741,2.694308116,Train
3250,2.288,2.089414389,Train
3692,2.376,2.426235875,Train
2637,2.689,2.657185096,Train
4126,2.226,2.198867312,Train
3737,1.864,1.879982415,Train
4833,2.329,2.18419161,Train
129,2.23,2.005574694,Train
2561,2.685,2.680397448,Train
2119,2.311,2.402192699,Train
1635,2.877,2.838270929,Train
1985,2.264,2.214378402,Train
4944,3.075,3.10494984,Train
4487,2.101,2.234217883,Train
4493,1.964,2.075149616,Train
3555,1.719,1.856251605,Train
1398,2.588,2.726785056,Train
4702,2.249,2.318347319,Train
370,2.832,2.750712731,Train
1788,2.469,2.536883192,Train
2504,2.665,2.518323189,Train
2773,2.699,2.722099381,Train
2116,2.111,2.162352196,Train
4343,2.327,2.418946197,Train
4273,2.281,2.149245016,Train
1820,2.658,2.626732427,Train
994,3.219,3.141598271,Train
881,2.217,2.254682623,Train
737,2.455,2.394287421,Train
231,1.929,1.893626038,Train
377,2.066,2.093263501,Train
1413,2.014,2.060465333,Train
2910,2.067,2.034745139,Train
2007,2.236,2.466222768,Train
432,2.013,2.030881997,Train
4285,3.018,2.968868319,Train
3919,2.59,2.609959865,Train
4383,2.303,2.353741224,Train
1361,2.716,2.745538823,Train
3042,1.96,2.025355177,Train
4266,2.058,2.011807956,Train
3483,2.844,2.56435265,Train
1378,1.973,1.950902785,Train
1591,2.597,2.412619814,Train
1143,2.372,2.369996396,Train
2643,2.12,2.07572837,Train
172,2.171,2.074532254,Train
3727,2.638,2.61804406,Train
3863,2.869,2.982166077,Train
1876,3.079,3.053186132,Train
2654,3.099,2.973159412,Train
3296,2.836,2.726074802,Train
814,2.089,2.209144023,Train
2256,2.922,2.96825733,Train
2266,2.52,2.461458485,Train
948,1.778,1.894543632,Train
16,2.737,2.615732981,Train
2026,3.077,2.922740397,Train
2020,2.505,2.715230765,Train
4377,2.425,2.575226231,Train
367,2.585,2.524760131,Train
1406,1.878,1.854486755,Train
3176,3.012,2.898270191,Train
2932,1.954,1.912384903,Train
3367,2.345,2.303664987,Train
3436,1.755,1.774984799,Train
4774,2.218,2.205878467,Train
4865,1.998,1.92238628,Train
4268,2.195,2.261118476,Train
3527,1.948,1.913804953,Train
4520,2.199,2.174395802,Train
4638,1.882,1.95229696,Train
1848,1.802,1.94221823,Train
4400,3.104,3.291531222,Train
5007,3.09,2.965145069,Train
4073,2.545,2.532164187,Train
4402,1.696,1.746243346,Train
1935,2.679,2.70243773,Train
239,2.615,2.617496841,Train
1624,2.277,2.376433993,Train
3032,1.855,1.878469239,Train
4499,2.781,2.750524504,Train
542,2.119,2.17463397,Train
2851,2.555,2.487566914,Train
2725,2.481,2.5993586,Train
2454,2.742,2.795602037,Train
1459,2.311,2.213742001,Train
1668,2.804,2.723543372,Train
3867,2.712,2.734488946,Train
1903,2.295,2.322022193,Train
552,2.696,2.477438043,Train
362,3.074,3.015809546,Train
549,2.52,2.536254987,Train
3018,2.337,2.279487071,Train
4973,2.567,2.578204036,Train
2086,2.432,2.513942352,Train
2988,1.865,1.869155235,Train
81,2.736,2.769626849,Train
4060,1.904,1.818802013,Train
2836,1.917,1.947074745,Train
1730,1.461,1.914981129,Train
4876,2.742,2.768127515,Train
2925,2.359,2.233895291,Train
355,2.726,2.733327059,Train
3724,2.574,2.666098978,Train
3607,2.475,2.557116782,Train
3984,2.574,2.484983137,Train
3347,2.306,2.334278275,Train
2936,2.519,2.493172441,Train
2083,2.184,2.159482051,Train
2449,2.089,2.141542912,Train
2845,1.911,1.828017503,Train
2690,2.455,2.380321069,Train
4098,2.422,2.444846297,Train
554,1.863,1.793027946,Train
3004,2.387,2.488065343,Train
693,2.222,2.42395829,Train
1181,0.989,1.821153993,Train
2834,3.115,2.809637573,Train
3599,2.694,2.667908476,Train
649,2.322,2.37013116,Train
4545,2.421,2.666905765,Train
1333,3.155,3.163510904,Train
4306,2.357,2.437333113,Train
420,2.646,2.633563223,Train
2641,2.783,2.749477129,Train
5022,2.61,2.680474982,Train
4675,2.691,2.708110189,Train
1229,2.466,2.379844451,Train
1089,2.666,2.662201512,Train
2780,1.794,1.813747666,Train
2754,2.393,2.16650626,Train
2746,1.879,1.890237295,Train
4219,1.986,1.960999445,Train
1534,1.889,1.857252844,Train
2336,3.307,3.038809009,Train
3946,2.505,2.570787918,Train
3850,2.072,2.067338356,Train
3492,2.134,2.084640216,Train
2305,2.291,2.252315664,Train
960,3.24,2.978826936,Train
3313,2.103,2.022822257,Train
1164,1.864,1.933776281,Train
371,2.73,2.82233433,Train
1306,2.134,2.173456336,Train
2993,2.621,2.639363796,Train
4166,2.614,2.385037347,Train
3541,2.751,2.711990095,Train
1575,2.649,2.688666785,Train
3742,2.503,2.351272713,Train
1484,2.822,2.550878557,Train
3834,3.375,2.99230883,Train
2548,2.53,2.564234684,Train
4773,1.808,1.843899592,Train
1858,2.738,2.704436731,Train
258,2.657,2.628871616,Train
3835,2.531,2.495832646,Train
769,1.974,2.026909633,Train
2061,1.971,1.95328144,Train
4778,3.101,2.985930542,Train
2018,1.807,1.880849116,Train
3940,2.447,2.475605105,Train
4574,2.105,1.972986502,Train
3344,2.723,2.687505067,Train
114,1.833,1.878548801,Train
1816,2.254,2.089860266,Train
1594,1.77,1.824946408,Train
957,2.609,2.680131725,Train
2973,1.867,1.803745689,Train
2289,2.773,2.769176193,Train
4330,2.921,2.887576971,Train
3402,2.774,2.654622671,Train
3818,2.763,2.800917504,Train
679,2.788,2.745231177,Train
2325,1.891,2.095877525,Train
56,2.627,2.763445099,Train
3300,2.233,2.227441062,Train
1435,1.965,1.905440097,Train
4704,2.352,2.493084935,Train
435,2.873,2.909827986,Train
3829,2.068,1.993382893,Train
1057,2.586,2.659989196,Train
3203,2.876,2.917395621,Train
155,1.843,1.949468834,Train
4237,2.325,2.325395027,Train
2883,2.639,2.556116721,Train
3409,2.676,2.737045377,Train
1016,3.054,3.079511409,Train
60,2.073,2.086290492,Train
4019,3.005,2.823052867,Train
2077,2.579,2.672204883,Train
782,1.923,2.006538898,Train
35,1.803,1.943656628,Train
428,2.385,2.501257247,Train
3494,1.9,1.931300083,Train
4996,2.517,2.281203895,Train
1650,2.406,2.300683167,Train
3358,2.169,2.134261566,Train
1060,2.379,2.29875625,Train
358,2.971,2.898542105,Train
1123,1.987,1.97699783,Train
4980,2.496,2.503277983,Train
4632,2.598,2.620825409,Train
3708,2.622,2.649640024,Train
3782,2.056,2.025853435,Train
524,2.45,2.593808503,Train
4081,1.786,1.965174937,Train
1200,2.298,2.226697453,Train
2785,2.778,2.45894581,Train
4445,2.799,2.770613695,Train
265,2.274,2.243734103,Train
3257,1.931,1.796223146,Train
1585,2.674,2.534426799,Train
1664,1.887,2.03703872,Train
1968,2.35,2.280075901,Train
3363,2.214,2.309755033,Train
1518,2.062,2.046181082,Train
4152,2.297,2.29910629,Train
734,2.381,2.314648012,Train
4239,2.557,2.463917658,Train
2514,2.343,2.029949307,Train
2596,2.538,2.592171906,Train
4080,2.041,1.982993213,Train
4069,2.595,2.667564444,Train
887,2.086,2.08625063,Train
494,1.781,1.755328897,Train
580,1.961,1.933637648,Train
1133,2.776,2.81984001,Train
212,2.261,2.202413171,Train
1064,2.554,2.437635357,Train
3293,2.859,2.970996771,Train
3796,2.312,2.404015932,Train
4670,2.803,2.796365686,Train
1004,2.147,2.160958622,Train
4758,2.407,2.667709075,Train
2159,2.56,2.467490861,Train
4049,2.382,2.392425201,Train
3966,2.086,2.019814436,Train
186,3.123,2.973888855,Train
2015,2.68,2.737959588,Train
3384,2.022,2.074449257,Train
2056,2.257,2.236331634,Train
1631,1.715,1.779135847,Train
1307,1.682,1.822770127,Train
1781,2.293,2.297668424,Train
2422,2.195,2.314265486,Train
1655,2.766,2.87496928,Train
3153,2.042,2.189180129,Train
1124,2.581,2.623077224,Train
445,1.961,1.980705503,Train
3716,3.116,3.080197014,Train
4672,2.685,2.840573632,Train
2503,2.156,2.161157292,Train
4998,2.308,2.345142313,Train
3047,2.897,2.958417875,Train
1681,2.866,2.73974515,Train
2800,2.885,2.91323369,Train
3215,2.439,2.353705595,Train
2581,2.619,2.803584499,Train
243,2.817,2.74134925,Train
3543,1.68,1.669716274,Train
4502,2.514,2.534512398,Train
2695,2.686,2.696978939,Train
3549,2.847,2.800175113,Train
1659,2.602,2.692176016,Train
2333,2.06,2.044127557,Train
1297,2.464,2.41575755,Train
1674,2.801,2.801137869,Train
2352,2.81,2.666049157,Train
3995,1.909,1.853095851,Train
611,3.241,3.124144522,Train
1407,2.369,2.502297652,Train
2474,1.825,1.814683395,Train
3232,2.121,2.188162795,Train
373,2.73,2.858541615,Train
3062,2.001,2.043670355,Train
3752,1.966,1.937545764,Train
4446,2.929,2.90182952,Train
4372,2.535,2.745860946,Train
236,1.835,1.711596665,Train
1344,2.426,2.384392271,Train
2321,2.631,2.700739852,Train
1218,2.636,2.504587743,Train
1776,2.249,2.229948136,Train
1498,1.917,1.987586673,Train
4709,2.502,2.471674312,Train
2097,2.143,2.253390579,Train
510,1.916,2.043666052,Train
1613,1.828,1.803851981,Train
1623,2.573,2.653264375,Train
2045,2.545,2.486660266,Train
3163,2.421,2.351750598,Train
3372,2.711,2.828317902,Train
78,2.512,2.397998752,Train
2317,2.742,2.719537896,Train
4328,2.294,2.21377748,Train
2874,2.21,2.390526516,Train
3399,2.276,2.207004108,Train
4786,1.639,1.696772062,Train
911,2.205,2.135026114,Train
3478,2.396,2.217078656,Train
697,1.936,1.986548997,Train
2386,2.757,2.647424876,Train
363,2.789,2.737778004,Train
1842,2.869,2.592655917,Train
1153,2.617,2.688608342,Train
1360,2.562,2.489198687,Train
4650,3.079,2.999438998,Train
3806,2.103,2.144173678,Train
3142,2.047,1.961990974,Train
4581,2.147,2.136468275,Train
4974,2.725,2.608959316,Train
2733,2.245,2.314927556,Train
5015,2.991,2.863362256,Train
4748,2.474,2.685316668,Train
83,2.485,2.55035858,Train
79,2.455,2.443722709,Train
662,2.502,2.383434983,Train
324,2.004,2.07133007,Train
1440,1.676,1.795136386,Train
4646,1.895,2.068442506,Train
1130,1.756,1.843558293,Train
2253,1.851,1.919439933,Train
2376,2.568,2.636302517,Train
808,2.185,2.339127118,Train
1510,2.498,2.587428014,Train
3105,2.448,2.488635668,Train
2593,1.821,1.900613291,Train
2576,3.022,2.999298821,Train
3329,2.557,2.41364423,Train
656,2.103,2.103103373,Train
3070,2.5,2.479303581,Train
858,2.121,2.112236591,Train
1383,2.504,2.55499628,Train
4552,1.997,1.922374925,Train
4284,2.75,2.722915844,Train
833,2.986,2.918301532,Train
2927,2.384,2.190012343,Train
1614,1.856,1.828976606,Train
3797,2.309,1.819367415,Train
4669,2.682,2.702189535,Train
3356,2.668,2.468301885,Train
213,2.952,2.893850502,Train
2520,2.195,2.233152892,Train
131,1.832,1.789512891,Train
3087,2.432,2.535391488,Train
5010,2.133,2.020058691,Train
2524,2.144,1.926179072,Train
3467,2.586,2.621232517,Train
3800,2.444,2.396962897,Train
448,2.147,2.253747667,Train
3765,2.499,2.630604646,Train
699,2.673,2.603548354,Train
103,2.488,2.429287997,Train
4630,2.221,2.265655095,Train
523,1.914,1.926826177,Train
3017,2.956,2.982946962,Train
3851,2.555,2.507403232,Train
1102,2.383,2.366461619,Train
1821,2.287,2.260762104,Train
1415,1.799,1.865502146,Train
165,2.042,1.973754135,Train
4664,2.643,2.754577586,Train
3308,2.702,2.701762452,Train
4274,2.41,2.477980762,Train
3189,2.89,2.861725534,Train
2555,2.615,2.686105931,Train
3383,2.157,2.225872387,Train
3962,2.763,2.914399647,Train
2499,2.55,2.531781693,Train
395,1.855,1.910193509,Train
625,2.004,2.043118376,Train
3997,2.459,2.569182695,Train
947,2.645,2.718426345,Train
761,2.46,2.499319615,Train
3430,2.808,2.512723588,Train
2739,2.438,2.426763517,Train
1443,2.194,2.156234195,Train
4039,2.426,2.476253739,Train
645,2.21,2.161629744,Train
1882,1.866,1.87801747,Train
3802,2.92,2.813819244,Train
4783,2.126,2.107800962,Train
4147,3.055,2.94307804,Train
2598,1.965,1.960862433,Train
2541,2.1,2.140280448,Train
4572,2.125,1.977762607,Train
2822,2.407,2.46403797,Train
4453,2.65,2.666763498,Train
2286,2.018,2.050145306,Train
4066,2.482,2.273927152,Train
2827,2.586,2.552616792,Train
4207,2.973,2.845636689,Train
3268,2.722,2.734506878,Train
183,2.565,2.70124337,Train
3316,1.829,1.905661523,Train
4057,2.753,2.734884726,Train
1169,3.102,2.96746893,Train
4449,2.05,2.038589067,Train
4679,2.021,1.949906237,Train
1711,2.567,2.557147394,Train
4448,2.838,2.799771272,Train
1178,2.738,2.749029393,Train
2129,2.718,2.658852639,Train
2532,2.78,2.687399619,Train
397,2.086,2.046149101,Train
1291,2.403,2.396665425,Train
3661,3.09,3.093881614,Train
3971,1.842,1.759143084,Train
3458,3.093,3.055361795,Train
1630,2.35,2.396292689,Train
3096,3.028,3.007870146,Train
4087,2.641,2.609414383,Train
1289,2.117,2.161413124,Train
3747,2.56,2.490176225,Train
4300,2.791,2.707265536,Train
901,2.411,2.458375817,Train
3748,2.208,2.233225862,Train
571,2.592,2.543145036,Train
5021,1.722,1.779424505,Train
4474,2.952,2.785524678,Train
3366,2.444,2.399506161,Train
2309,2.131,2.152880267,Train
4349,2.338,2.258622014,Train
4806,2.037,1.940564343,Train
4791,2.408,2.453579143,Train
1874,1.933,1.910585316,Train
2742,1.838,1.869379779,Train
3271,0.42,1.689130451,Train
4945,2.34,2.497905853,Train
2167,2.856,2.591206762,Train
3437,2.157,2.185808149,Train
4447,2.684,2.665094042,Train
3525,2.143,2.100392418,Train
4891,1.778,2.051620871,Train
3115,2.15,2.074841692,Train
3952,2.241,2.363498769,Train
1937,2.609,2.698331955,Train
1321,1.758,1.801233014,Train
1125,2.598,2.465773419,Train
2511,2.933,3.033949131,Train
1527,1.864,1.785328409,Train
2458,2.55,2.479525641,Train
2495,2.468,2.64455556,Train
3877,2.135,2.186371667,Train
4771,1.947,1.894216185,Train
1408,3.126,3.001337198,Train
3272,1.853,1.844516425,Train
3137,2.039,2.010170591,Train
4813,2.455,2.514791879,Train
2264,2.683,2.517376048,Train
3749,1.891,1.916461308,Train
2589,2.541,2.620983835,Train
1502,2.784,2.89230995,Train
2538,1.745,1.787058778,Train
1320,2.492,2.332752557,Train
1233,2.659,2.465725508,Train
2236,2.856,2.754811925,Train
1629,2.518,2.512290187,Train
2789,2.905,2.839755372,Train
123,2.363,2.365865634,Train
2634,2.374,2.292262132,Train
1796,2.573,2.397680934,Train
3102,2.083,2.056176803,Train
2710,2.493,2.527978943,Train
4326,2.541,2.637466009,Train
765,2.09,2.000761383,Train
1409,2.155,2.101735729,Train
4558,2.868,2.829269707,Train
2428,2.024,2.066667817,Train
1745,2.588,2.447723888,Train
3336,2.596,2.511525522,Train
4770,2.472,2.544108515,Train
4745,2.907,2.989693861,Train
1873,2.727,2.77672266,Train
2614,2.002,1.958092623,Train
2138,2.421,2.457672841,Train
798,2.739,2.738837909,Train
4971,2.585,2.403410832,Train
626,2.165,2.183467631,Train
4577,2.622,2.661054337,Train
1616,1.889,1.878507462,Train
1782,1.9,1.857667069,Train
2206,2.968,2.986134569,Train
1890,2.558,2.484381949,Train
790,1.713,1.865788848,Train
7,2.254,2.255839522,Train
2414,2.493,2.567103414,Train
4877,2.638,2.741410834,Train
2276,2.62,2.757471296,Train
2960,1.898,1.875298449,Train
4533,2.449,2.404993432,Train
417,1.921,1.942703564,Train
742,2.206,2.320319014,Train
2127,2.689,2.703218099,Train
3593,2.562,2.619380817,Train
1909,2.747,2.725104948,Train
824,2.218,2.213197379,Train
4591,2.787,2.76407448,Train
116,1.964,1.937413212,Train
1481,1.944,1.893046151,Train
1904,3.079,3.01727442,Train
3216,3.149,3.027972827,Train
4902,2.605,2.493537635,Train
4528,1.794,1.794672801,Train
3799,2.487,2.556459631,Train
1024,3.039,2.846963012,Train
592,1.994,2.052982407,Train
4479,1.812,1.898543331,Train
4928,2.123,2.339233155,Train
2022,2.313,2.296328824,Train
3980,2.544,2.577791465,Train
1107,1.864,1.850117287,Train
3825,2.68,2.449796394,Train
2508,2.324,2.364357309,Train
1797,1.796,1.812819769,Train
1508,1.989,1.942767111,Train
127,2.392,2.462507107,Train
4817,2.34,2.398572659,Train
2437,2.412,2.505110686,Train
403,2.193,2.171640095,Train
150,3.158,3.09685162,Train
4933,1.894,1.89555564,Train
2444,2.549,2.535561813,Train
2442,2.106,2.122352462,Train
62,2.133,2.132647699,Train
2544,2.335,2.385966528,Train
4191,2.729,2.676840003,Train
3109,2.368,2.062166755,Train
3557,2.767,2.842000046,Train
4462,2.431,2.480606357,Train
1576,2.134,2.040803689,Train
3632,2.606,2.644520851,Train
3590,2.703,2.823787847,Train
3285,2.88,2.787408856,Train
2153,1.916,1.866824521,Train
4332,2.827,2.706144843,Train
3676,2.131,2.054650601,Train
222,2.038,2.070325604,Train
4878,2.547,2.604859518,Train
120,2.434,2.529955665,Train
2380,2.895,2.802357001,Train
3134,1.833,1.891719689,Train
4289,1.983,1.991190742,Train
2283,2.272,2.084691554,Train
181,2.185,2.176147239,Train
968,1.767,1.867814494,Train
627,2.617,2.537807182,Train
3330,2.103,2.091241062,Train
4929,2.625,2.5080999,Train
3454,2.805,2.803288655,Train
1365,2.5,2.620604366,Train
4427,3.185,3.078073048,Train
4006,2.316,2.304314961,Train
614,2.655,2.687481955,Train
3078,2.58,2.50054414,Train
266,1.811,1.946411294,Train
3841,2.651,2.579231184,Train
3973,2.699,2.875199763,Train
1932,2.452,2.314273358,Train
2199,1.872,2.01113175,Train
3190,3.095,3.01672765,Train
1807,2.027,2.053851724,Train
225,1.932,1.98269691,Train
4201,2.464,2.500477183,Train
4981,2.622,2.681114508,Train
2068,2.486,2.500037521,Train
2098,2.795,2.828420782,Train
1186,1.799,1.857594256,Train
2963,2.874,2.84698968,Train
4038,2.858,2.848146547,Train
2489,2.736,2.981839604,Train
2186,2.438,2.403038713,Train
4635,1.863,1.830795557,Train
2870,2.661,2.743711823,Train
2349,2.173,2.078258781,Train
3730,2.055,1.953437131,Train
284,3.25,3.073681395,Train
3306,2.21,2.28158751,Train
920,2.519,2.377087671,Train
4541,2.317,2.401552934,Train
2392,3.053,2.672060252,Train
2354,1.683,1.778459667,Train
5001,2.582,2.497855805,Train
922,1.905,1.92225577,Train
4810,1.592,1.714088969,Train
1402,2.745,2.550966226,Train
4882,2.934,2.823778911,Train
4263,2.378,2.479971276,Train
2469,2.329,2.366645957,Train
2273,2.178,2.077437742,Train
4108,2.928,2.851532373,Train
1546,2.146,2.105704483,Train
617,3.437,3.230101893,Train
1092,1.974,1.952518317,Train
4186,2.945,2.901752068,Train
612,2.434,2.627975978,Train
885,2.531,2.648238176,Train
3444,2.618,2.613114428,Train
777,1.851,1.934748129,Train
1638,1.797,1.938291858,Train
3252,2.411,2.390080013,Train
4738,2.706,2.852653975,Train
4904,2.358,2.359103535,Train
28,2.547,2.567775057,Train
3280,2.46,2.381370355,Train
3604,2.345,2.316805276,Train
3393,2.576,2.648456181,Train
74,2.484,2.505414395,Train
4078,2.744,2.761560575,Train
3505,2.652,2.633328258,Train
3143,2.583,2.530706154,Train
2609,2.814,2.781619623,Train
2227,2.238,2.296433702,Train
2002,3.158,3.112314833,Train
1584,2.187,2.23212988,Train
1517,2.249,2.073467206,Train
4212,2.258,2.215685926,Train
3148,1.805,1.766078044,Train
1072,2.724,2.768977412,Train
2691,2.292,2.313344583,Train
1799,2.238,2.295777795,Train
2820,2.594,2.669044699,Train
4242,2.924,2.843977224,Train
2633,2.568,2.528179086,Train
3958,2.155,2.112602266,Train
3404,2.258,2.404594865,Train
4788,1.992,1.963908624,Train
3246,2.295,2.292908119,Train
4505,1.877,1.961609113,Train
2684,2.749,2.723740987,Train
115,3.005,3.060156793,Train
4384,1.813,1.865508282,Train
4886,2.366,2.336380138,Train
4602,2.594,2.448889248,Train
3702,2.156,2.079503758,Train
3596,2.037,2.137883067,Train
337,2.389,2.36624058,Train
2687,1.789,1.866775496,Train
4142,1.899,1.854272574,Train
1973,2.96,2.913889904,Train
753,2.238,2.306324431,Train
1938,3.424,3.12889184,Train
673,1.892,1.891195084,Train
2712,1.524,2.032034667,Train
3511,2.353,2.530518115,Train
1201,2.712,2.796395139,Train
4260,2.634,2.684848568,Train
424,2.792,2.725442752,Train
4421,2.987,3.017042185,Train
3715,1.9,1.952794726,Train
664,2.677,2.607821151,Train
350,3.076,2.990896076,Train
447,2.895,2.996885402,Train
709,2.397,2.372962346,Train
1924,2.521,2.595287111,Train
1221,1.869,1.921185504,Train
3922,2.551,2.521222284,Train
2766,2.422,2.367859296,Train
387,1.986,1.9296683,Train
3547,2.489,2.295660614,Train
1337,2.164,2.294391747,Train
3205,2.458,2.463301655,Train
1608,1.861,1.996593912,Train
